winery,wine_name,wine_type,wine_country,average_rating,num_of_ratings,wine_price,grapes,alcohol_content,reviews
Esporão,Esporão Reserva Tinto 2016,Red wine,Portugal,4.2,7582,29.99,"Roupeiro, Antão Vaz",14,"Esperao night and this is another winner. Dark blackcurrant? Perfect balance, elegant and as always feels like a treat. Tip top.,Wow, great buy. Black currant, blueberries, slightly floral, with some herbaceousness & oak to finish. The definition of great value Portuguese wine,Great wine and amazing value. Great nose and very long on the palate. Balance between fruit and tannin. Notes of raspberry, leather, tobacco and licorice."
Château Guiraud,Petit Guiraud Sauternes 2013,Dessert wine,France,3.8,842,42.99,100% Sémillon,13.5,"What to pair with the best creme brûlée in town? This excellent value Sauternes does the job - less concentrated with more moderate acidity than pricier nectars, but this played its supporting role well...as the creme brûlée was the star of the show.,Honey, sugar, apricot & lemons. Not overpoweringly sweet but very pleasant. Reminds me in a good way of sugary lemon cough drops.,More citrusy and lighter in body than the first wine, it's a great buy as it is still complex and intense but much more food friendly."
Quinta da Romaneira,Fine Ruby Port N.V.,Fortified Wine,Portugal,3.8,677,14.99,100% Tempranillo,19,"2012 vintage,Fruity style without alcohol overhead - bit of tealike tannins, raisin, red and black forrest fruits. @Onno Misset, Delfgauw.,Very good port from Douro. 100% Tempranillo, 19,5% alc. Cherries, vanilla, nutmeg, cassis and honeycomb aromas and flavors"
Miles,Finest Rainwater Medium Dry Madeira N.V.,Fortified Wine,Portugal,3.6,92,14.99,Tinta Negra Mole,18,"To find down in South Texas is worth 5 stars!,Trying to find something to distinguish this, but it's just average.,2008 vintage"
Reichsgraf von Kesselstatt,Scharzhofberger Riesling Spatlese 2017,Dessert wine,Germany,4.2,27,32.99,100% Riesling,,"Drunk on the 2.Sept.18 at the VDP.Vinissage in Berlin, the premiere presentation of the new vintage '16/'17. Most wines were bottled 10-14 Days ago. So many of them are still closed and way too young to be consumed. Just keep that in mind when you read my review. Pale yellow in color. Average nose after yellow fruits such as apple and a good minerality. Taste is sweet but not overly, just right, medium minus body, high in acidity and in mineral. Juicy and vibrant. Intense and very long lasting. Nice! 4.0,Nose: peach, white flowers Palate: apricot, honey, light minerals Very good!,Quite nice riesling though quite sweet but this is ok since it is very light in alcohol! Nice for everyday use."
Domaine Cauhapé,Noblesse du Temps Jurançon 2014,Dessert wine,France,4.1,74,,Petit Manseng,,"Sweet with still a little taste of acidity Great wine. I love it Just bought 6 bottles,Sweet, but a bit flat for a sweet wine,Fruit exotique, miel,"
Bermejo,Malvasia Volcánica Seco 2019,White wine,Spain,4.1,543,27.99,100% Malvasia,13.5,"Delicious volcanic white, quite dry despite being from Malvasía grapes. Another wonder from Lanzarote! Perfect to match with your dark chocolate - or even a blue cheese. A pleasure!,Ocean spray, flint, lemon zest, and peach on the nose. Medium + acidity. Dry. Palate matches the nose with honey crisp apple and pear. Slight oily texture. Medium body. Medium citrus finish. Balanced. Fairly complex. Really love the minerality!,Excellent nose, grapefruit on the finish. My husband sad the best white wine he has ever had. Excellent salinity and minerality. Complex taste with long lasting finish, which is often lacking in a white wine."
Dutton-Goldfield,Dutton Ranch Chardonnay 2015,White wine,United States,4.2,164,32,100% Chardonnay,13.8,"Light citrusy with spring flowers nose, with a wonderful rich and deep body of butterscotch and butter aromas. Low acidity and a fairly round in the mouth. Amazing !,Republic Annual Wine Tasting 26 of 37 I love Dutton Goldfield...full bodied, nice cream, great depth, long finish. Perfect fruit, oak, cream balance.,Pear, honeysuckle, apple, and honeydew on the fragrant nose. Tart apple, grapefruit, lemon, and hints of butter on the open palate. Too much bite to be creamy. Lasting finish. Better than the 2013 according to my notes."
Bellavista,Alma Cuvée Brut N.V.,Sparkling wine,Italy,3.9,5021,26.99,"Pinot Nero, Chardonnay",12.5,"What's better than one bottle of Bellavista Franciacorta? Two bottles! 😍 After a tasting of some tannic Italian reds this refreshing sparkler really hit the spot!,One of my bottles last night. This Franciacorta got the thumbs up from the gang who thought it was a Mesnil. My first taste of this vivacious juice and I was very impressed with its vibrant, clean, crisp, mouthwatering acidity. Apples, lemons, peaches with bready yeasty notes. A perfect way to conclude a bubbly April Fools tasting!,Daddy Cool (Boney M). Fathers Day dinner 1: We started wit this light pale yellow Franciacorta that instantly filled the air with scents of white fruit and citrus. It did the same on the palate: more fruit, a refreshing acidity and some breadcrumb. A great bubbly in a classy bottle that was empty in no time. Good refreshing ‘apero’ on this warm night!"
Domaine de Durban,Muscat de Beaumes-de-Venise 2017,Fortified Wine,France,4.2,68,35.99,Muscat Blanc,15,"What a treat!! My first ever vin doux naturel, and my first Muscat de Beaumes-de-Venise! Aromas of clementines, fresh apricot, lemon poppy seed bread, with lovely floral notes- elderflower, white spring flowers. Mmm! Nice, well balanced acidity with plenty of sweetness. It literally tastes like eating flowers. Candied flowers lol! More apricot and peaches, and some flavors of black tea. Wow. Absolutely worth a try! Had it with french toast- the maple syrup was too sweet for it, but it was still great!,Pale lemon with pronounced aromas of stone and dried fruits with floral notes. On the palate of this youthful wine, pronounced flavors of orange marmalade, peach, apricot and citrus were wrapped in medium acidity. Lingering finish ending with fruit character. Good now, no bottle benefit. Tasting Sample.,Peach honey honeysuckle Lovely desert wine"
Fonseca,Late Bottled Vintage Unfiltered Port 2014,Fortified Wine,Portugal,4.1,350,23.99,"Tinta Amarela, Tempranillo, Touriga Nacional",,"Raisin, butter, bread, dates. A beautiful, well aged port. Not sweet at all for a port, beautiful balanced flavour. This is an amazing wine.,vanillia, fig and blackberries nose deep taste and full body sweetens praesent but not dominating rasins and dark chocolade taste long pleasant finish,Raspberry nose, bright garnet color. Sweet, full bodied, moderate tannins and medium high acidity. Starts with cherry and leather, tobacco ending with raisin."
Klinker Brick,Old Ghost Old Vine Zinfandel 2016,Red wine,United States,4.3,368,34.99,100% Zinfandel,15.9,"This was on its way out but still had that traditional Zin grip to it...pepper and dark fruit finish...love Klinkerbrick so this was a good bold wine,Zin Friday 41 - Revisiting an old friend and greeted with a rich embrace. Same glorious previous notes apply, a joy to enjoy.,Absolutely loved this Zin. Avoids the sweet jam trap of a lot of its California brothers. Really well balanced and better than a few 3x more expensive wines coming out of Napa. Lodi surprises."
Château Sainte Roseline,Cuvée Lampe de Méduse Côtes de Provence Rosé 2019,Rosé wine,France,4.2,268,17.99,"40% Cinsault, 20% Grenache, 20% Mourvedre, 10% Tibouren, 10% Rolle",13.5,"Yellow and tropical fruits come through in this warm, lightly textured wine. There is a touch of spice from the Grenache in the blend along with a lifted herbal aftertaste. Drink now,Beautiful rose, less fruity, light, dry: excellent,Lemon flavors and very light. Little cream on the finish. Outstanding value!"
Mas de Daumas Gassac,Frizant Mousseux Rosé 2019,Sparkling wine,France,4.2,83,22.99,"70% Cabernet Sauvignon, 30% Mourvedre",11,"Strawberry and cream peach,11%. Medium copper. Notes of pear, apricot, cream and stone on the nose. Palate confirms the nose. Medium body, dry and medium minus acidity. Medium fizz. Good drink for summer hangouts.,Sparkling rose with body, some slight sweetness. Very enjoyable good for parties and outdoor gatherings. Not overly complex, QPR"
Merryvale,Chardonnay 2016,White wine,United States,4.2,134,39.99,100% Chardonnay,14.3,"Lovely lemon pie and citrus on the nose. Ripe pear and apple as it opens with rich mouthfeel and perfect balance of fruit and acid. Serve very lightly chilled.,Somewhat light, which is quite unexpected for an Californian chardonnay, but intensely flavored. Fruit-forward, with pineapple, peach, and melons, and also a freshness of morning dew, grass, and wet stones for the gentle lift,Peach, citrus notes, apricot, and some tropical fruit. Not the standard oaky butter bomb that you can sometimes find in CA chard. A bit of acidity."
Bartenura,Moscato d'Asti 2020,Sparkling wine,Italy,4.1,140,14.99,100% Moscato,,"Sparkling wine with perfect notes of honeysuckle, peach, and sweet cherry. Sweet, refreshing, just right, satisfying to your friends that love wine...and your friends that don’t!,👀 medium lemon color 👃🏻 sultana raisins, honey and dried abricot jam 👅 sweet wine with long finish, low acidity Enjoyed with Nick,Medium pronounced notes of honeysuckle and pear on the nose. Notes of pear, peach, and melon on the palate. It isnsweet with medium acid, low alcohol and full body. It is somewhat bubbly and gets very creamy after swishing around in the mouth. Delicious. A very good wine."
Matua,Pinot Noir Rosé 2017,Rosé wine,New Zealand,3.7,256,14.99,100% Pinot Noir,13,"For $10 per bottle this is a great Rosé. Fresh Strawberry and citrus notes and well balanced. 13% abv but drinks like a lighter wine.,The power of love is a curious thing, make a one man weep, make another man sing. Change a hawk to a little white dove, more than a feeling, that’s the power of love,I hesitated but, by half a bottle I understood why 4 stars is the fairest rating for this wonderful P. N. Rosé, my first from anywhere. Forgive me, but, I'll have to pospone explaining the 4*."
Luca Paretti,Røsa Spumante N.V.,Sparkling wine,Italy,4.2,177,19.99,"Chardonnay, Pinot Noir",,"Color: rose gold, but more gold than rose. Nose: slight pineapple, tropical fruits. Taste: tangy, slightly sweet with a touch of sour on the finish. Granny smith Apple. Excellent wine for the price.,A wonderful sparkling rosé! Light. The right amount of bubbles but not so dry that it slows you down throwing it back. You get some rose water hints and a nice strawberry front. Definitely a great wine for summer time.,Vivino purchase from Nat's cellar enjoyed while laying out this beautiful 95 degree day under the mister with the wind blowing the chimes to serenade us 6/7/20. Sparkling pink perfection to rosé the day away! Made in the Treviso province, home of Prosecco, by one of the godfathers of the region, Ermes Buseto. Winery has been family run since opening in 1881. Blend of 90% Merlot & 10% Raboso. On the nose, wild strawberries, complimenting the sweet& subtle palate."
Schmitt Söhne,Riesling Spätlese Intense & Fruity 2013,Dessert wine,Germany,3.5,45,11.99,100% Riesling,8.5,"Nice for cheese & cracker board. Light sweet and creamy apple fruit. The white grape juices are crisp then follow a nice medium body with mild mineral tones. Very fresh and smooth.,Smell: Very earthy, rainforest, goat cheese, mushrooms, mineral Taste mixed berry children drink. No bam make me love it taste! @Allison Olivia,Pretty sweet. Lots of red apple. Intense flavor like it says. Maybe a little syrupy as it lacks acid."
C. da Silva,Presidential Ruby Porto N.V.,Fortified Wine,Portugal,3.5,349,11.99,"Touriga Nacional, Touriga Franca",19,"Time for City Bourbon’s! 2 parts bourbon - Knob Creek 2 parts Pres. Porto ruby 1 part Meletti liquore 3 dashes Angostura orange bitters 1 luxardo Maraschino cherry Shake w/ ice and pour into martini glass! Cheers! #598,1997 vintage,2004 vintage"
Valdespino,Single Vineyard Tío Diego Dry N.V.,Fortified Wine,Spain,3.7,871,23.99,100% Palomino,15,"The Tio Diego is a single vineyard bottling from the Macharnudo vineyard that undergoes aging under flor for ten years and then oxidative aging for another five. This is like my secret-menu guilty pleasure after work. A rich, hazy aroma of caramel, toffee, toasted nuts and a slight savory undertone. On the palate, it is light but with pervasive character. Almond, date, fig and raisin merge with a dried herbal character and hints of hazelnut liqueur. Delicious. P.S.: Parker's review of this is USELESS.,if I drink alone that Iˊll prefer a glass of sherry after work. chilled; this clear amber hue Amontillardo, offering a dry & focused entry with mild mineral smoke, along with toasted almond & hints of creamy yeast at mid-palate; a lengthy, refined finish by bitter oxidative acidity with unique salinity & a clear bitterness of dried apricot after-taste. I am used to sip cross-over with light red tea, that helps a fantastic mouthfeel experience for me ;p,Very clean with signs of flor but very nutty, rich and caramelised Very flavourful, decent acid Very good wine with a long finish"
